HOUSEID,TDTRPNUM,VEHID,PERSONID,HOMEOWN,HHSIZE,HHFAMINC,DRVRCNT,WRKCOUNT,YOUNGCHILD,LIF_CYC_CAT,R_AGE,EDUC,R_SEX,WORKER,HTPPOPDN,HTEEMPDN,HBPPOPDN,OTEEMPDN,OBPPOPDN,DTEEMPDN,DBPPOPDN,TDWKND,STRTTIME_CAT,TRIPPURP_CAT,WHYTO_CAT,DWELTIME,DWELTIME_CAT,TRPMILES,TRPMILES_CAT,NUMONTRP,NUMONTRP_CAT,GASPRICE,GASPRICE_USD,FUELTYPE_BIN
40659356,4,2,2,1,3,3,2,2,0,2,49,3,1,1,1.5,.75,3,.15000001,.75,.75,.75,Weekend trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,16,15-50 minutes,4.1370001,2-5 miles,1,1 passenger,230.10001,2.3010001,3
40659356,3,2,2,1,3,3,2,2,0,2,49,3,1,1,1.5,.75,3,.75,3,.15000001,.75,Weekend trip,6 AM - 10 AM,Home based trip,Shopping & Dining,13,1-15 minutes,6.8720002,5-15 miles,1,1 passenger,230.10001,2.3010001,3
40659356,5,2,2,1,3,3,2,2,0,2,49,3,1,1,1.5,.75,3,.75,.75,.75,1.5,Weekend trip,10 AM - 3 PM,non-home based trip,Social & recreational,536,More than 150 minutes,8.1230001,5-15 miles,1,1 passenger,230.10001,2.3010001,3
40659356,4,1,1,1,3,3,2,2,0,2,51,3,2,1,1.5,.75,3,.75,1.5,.34999999,.30000001,Weekend trip,3 PM - 7 PM,non-home based trip,Errands,8,1-15 minutes,11.625,5-15 miles,1,1 passenger,230.10001,2.3010001,1
40659356,1,2,2,1,3,3,2,2,0,2,49,3,1,1,1.5,.75,3,.75,3,.34999999,.30000001,Weekend trip,6 AM - 10 AM,Home based trip,Errands,5,1-15 minutes,6.7340002,5-15 miles,2,2-4 passengers,230.10001,2.3010001,3
40659356,1,1,1,1,3,3,2,2,0,2,51,3,2,1,1.5,.75,3,.75,3,.34999999,.75,Weekend trip,10 AM - 3 PM,Home based trip,Shopping & Dining,6,1-15 minutes,2.1429999,2-5 miles,1,1 passenger,230.10001,2.3010001,1
40659537,5,1,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,1.5,3,.34999999,1.5,Weekend trip,10 AM - 3 PM,Home based trip,Shopping & Dining,24,15-50 minutes,8.5579996,5-15 miles,2,2-4 passengers,239.60001,2.3960001,3
40659537,6,1,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,.34999999,1.5,.75,.75,Weekend trip,10 AM - 3 PM,non-home based trip,Social & recreational,70,50-150 minutes,1.492,0-2 miles,2,2-4 passengers,239.60001,2.3960001,3
40659537,6,1,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,.34999999,1.5,.75,.75,Weekend trip,10 AM - 3 PM,non-home based trip,Social & recreational,70,50-150 minutes,1.492,0-2 miles,2,2-4 passengers,239.60001,2.3960001,3
40659537,5,1,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,1.5,3,.34999999,1.5,Weekend trip,10 AM - 3 PM,Home based trip,Shopping & Dining,24,15-50 minutes,8.5579996,5-15 miles,2,2-4 passengers,239.60001,2.3960001,3
40659537,2,3,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,.75,1.5,.75,1.5,Weekend trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,8,1-15 minutes,.43399999,0-2 miles,2,2-4 passengers,239.60001,2.3960001,1
40659537,2,3,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,.75,1.5,.75,1.5,Weekend trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,8,1-15 minutes,.43399999,0-2 miles,2,2-4 passengers,239.60001,2.3960001,1
40659537,3,3,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,.75,1.5,1.5,3,Weekend trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,10,1-15 minutes,.639,0-2 miles,2,2-4 passengers,239.60001,2.3960001,1
40659537,3,3,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,.75,1.5,1.5,3,Weekend trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,10,1-15 minutes,.639,0-2 miles,2,2-4 passengers,239.60001,2.3960001,1
40659537,1,3,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,1.5,3,.75,1.5,Weekend trip,6 AM - 10 AM,Home based trip,Shopping & Dining,5,1-15 minutes,2.3399999,2-5 miles,2,2-4 passengers,239.60001,2.3960001,1
40659537,1,3,2,1,2,3,2,1,0,1,65,3,1,1,3,1.5,3,1.5,3,.75,1.5,Weekend trip,6 AM - 10 AM,Home based trip,Shopping & Dining,5,1-15 minutes,2.3399999,2-5 miles,2,2-4 passengers,239.60001,2.3960001,1
40659732,1,1,4,1,4,2,4,4,0,3,19,2,1,1,7,3,17,3,17,3,7,Weekday trip,10 AM - 3 PM,Home based trip,Work,245,More than 150 minutes,3.8269999,2-5 miles,1,1 passenger,292.10001,2.921,3
40659732,1,4,2,1,4,2,4,4,0,3,52,3,1,1,7,3,17,3,17,5,17,Weekday trip,6 AM - 10 AM,Home based trip,Work,540,More than 150 minutes,20.577999,15-1000 miles,1,1 passenger,292.10001,2.921,3
40659732,1,3,1,1,4,2,4,4,0,3,52,3,2,1,7,3,17,3,17,.75,.75,Weekday trip,6 AM - 10 AM,Home based trip,Work,500,More than 150 minutes,17.056999,15-1000 miles,1,1 passenger,292.10001,2.921,1
40659732,1,2,3,1,4,2,4,4,0,3,22,2,1,1,7,3,17,3,17,3,7,Weekday trip,10 AM - 3 PM,Home based trip,Work,375,More than 150 minutes,4.3629999,2-5 miles,1,1 passenger,292.10001,2.921,3
40659833,4,1,2,1,2,3,2,0,0,1,67,2,2,2,1.5,.34999999,.75,5,7,1.5,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Social & recreational,150,50-150 minutes,22.201,15-1000 miles,2,2-4 passengers,280.10001,2.8010001,3
40659833,1,2,1,1,2,3,2,0,0,1,69,2,1,2,1.5,.34999999,.75,.34999999,.75,1.5,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,15,1-15 minutes,4.5479999,2-5 miles,2,2-4 passengers,280.10001,2.8010001,3
40659833,8,2,1,1,2,3,2,0,0,1,69,2,1,2,1.5,.34999999,.75,1.5,1.5,.025,.30000001,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,3,1-15 minutes,4.2589998,2-5 miles,3,2-4 passengers,280.10001,2.8010001,3
40659833,2,1,2,1,2,3,2,0,0,1,67,2,2,2,1.5,.34999999,.75,.34999999,.30000001,.34999999,.75,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,30,15-50 minutes,7.026,5-15 miles,2,2-4 passengers,280.10001,2.8010001,3
40659833,3,2,1,1,2,3,2,0,0,1,69,2,1,2,1.5,.34999999,.75,.34999999,.75,.025,.30000001,Weekday trip,10 AM - 3 PM,Home based trip,Errands,10,1-15 minutes,4.7849998,2-5 miles,2,2-4 passengers,280.10001,2.8010001,3
40659833,3,1,2,1,2,3,2,0,0,1,67,2,2,2,1.5,.34999999,.75,.34999999,.75,5,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,60,50-150 minutes,1.5829999,0-2 miles,2,2-4 passengers,280.10001,2.8010001,3
40659833,4,2,1,1,2,3,2,0,0,1,69,2,1,2,1.5,.34999999,.75,.025,.30000001,1.5,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Errands,15,1-15 minutes,4.2360001,2-5 miles,3,2-4 passengers,280.10001,2.8010001,3
40659833,5,2,1,1,2,3,2,0,0,1,69,2,1,2,1.5,.34999999,.75,1.5,1.5,.34999999,.75,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,5,1-15 minutes,1.084,0-2 miles,2,2-4 passengers,280.10001,2.8010001,3
40659833,7,2,1,1,2,3,2,0,0,1,69,2,1,2,1.5,.34999999,.75,.34999999,.75,1.5,1.5,Weekday trip,3 PM - 7 PM,Home based trip,Errands,15,1-15 minutes,5.1890001,5-15 miles,2,2-4 passengers,280.10001,2.8010001,3
40659833,1,1,2,1,2,3,2,0,0,1,67,2,2,2,1.5,.34999999,.75,.34999999,.75,.34999999,.30000001,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,30,15-50 minutes,15.868,15-1000 miles,2,2-4 passengers,280.10001,2.8010001,3
40659833,5,1,2,1,2,3,2,0,0,1,67,2,2,2,1.5,.34999999,.75,1.5,1.5,.025,.30000001,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,35,15-50 minutes,4.2589998,2-5 miles,2,2-4 passengers,280.10001,2.8010001,3
40659939,1,3,2,1,2,2,2,2,0,1,66,3,1,1,1.5,1.5,3,1.5,3,1.5,7,Weekday trip,10 AM - 3 PM,Home based trip,Work,80,50-150 minutes,5.276,5-15 miles,1,1 passenger,218.10001,2.181,3
40659939,1,1,1,1,2,2,2,2,0,1,63,3,2,1,1.5,1.5,3,1.5,3,3,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,85,50-150 minutes,2.2869999,2-5 miles,1,1 passenger,218.10001,2.181,1
40660157,3,1,2,2,2,1,2,2,0,1,54,2,2,1,7,3,7,1.5,.30000001,3,7,Weekday trip,3 PM - 7 PM,non-home based trip,Social & recreational,255,More than 150 minutes,2.6700001,2-5 miles,1,1 passenger,218.10001,2.181,3
40660157,1,1,2,2,2,1,2,2,0,1,54,2,2,1,7,3,7,3,7,3,7,Weekday trip,6 AM - 10 AM,Home based trip,Work,535,More than 150 minutes,16.105,15-1000 miles,1,1 passenger,218.10001,2.181,3
40660157,2,1,2,2,2,1,2,2,0,1,54,2,2,1,7,3,7,3,7,1.5,.30000001,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,5,1-15 minutes,13.209,5-15 miles,1,1 passenger,218.10001,2.181,3
40660157,1,3,1,2,2,1,2,2,0,1,60,2,1,1,7,3,7,3,7,1.5,3,Weekday trip,10 AM - 3 PM,Home based trip,Others,75,50-150 minutes,27.197001,15-1000 miles,1,1 passenger,218.10001,2.181,3
40660157,2,3,1,2,2,1,2,2,0,1,60,2,1,1,7,3,7,1.5,3,1.5,7,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,5,1-15 minutes,25.146,15-1000 miles,1,1 passenger,218.10001,2.181,3
40660278,3,2,1,1,2,2,2,0,0,1,67,3,1,2,3,1.5,3,1.5,3,.025,.30000001,Weekend trip,7 PM - 12 AM,non-home based trip,Errands,5,1-15 minutes,5.6069999,5-15 miles,3,2-4 passengers,280.10001,2.8010001,3
40660278,2,2,1,1,2,2,2,0,0,1,67,3,1,2,3,1.5,3,1.5,7,1.5,3,Weekend trip,7 PM - 12 AM,non-home based trip,Errands,15,1-15 minutes,83.384003,15-1000 miles,2,2-4 passengers,280.10001,2.8010001,3
40660278,1,2,1,1,2,2,2,0,0,1,67,3,1,2,3,1.5,3,1.5,3,1.5,7,Weekend trip,10 AM - 3 PM,Home based trip,Social & recreational,195,More than 150 minutes,82.961998,15-1000 miles,2,2-4 passengers,280.10001,2.8010001,3
40660278,1,2,1,1,2,2,2,0,0,1,67,3,1,2,3,1.5,3,1.5,3,1.5,7,Weekend trip,10 AM - 3 PM,Home based trip,Social & recreational,195,More than 150 minutes,82.961998,15-1000 miles,2,2-4 passengers,280.10001,2.8010001,3
40660517,4,1,1,1,3,2,3,2,0,1,64,2,1,1,.050000001,.025,.050000001,.025,.050000001,.025,.050000001,Weekend trip,3 PM - 7 PM,Home based trip,Social & recreational,155,More than 150 minutes,20.17,15-1000 miles,2,2-4 passengers,220.10001,2.201,1
40660517,2,1,1,1,3,2,3,2,0,1,64,2,1,1,.050000001,.025,.050000001,.75,3,.34999999,.75,Weekend trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,50,15-50 minutes,1.711,0-2 miles,2,2-4 passengers,220.10001,2.201,1
40660517,4,2,1,1,3,2,3,2,0,1,64,2,1,1,.050000001,.025,.050000001,.025,.050000001,.075000003,1.5,Weekend trip,10 AM - 3 PM,Home based trip,Errands,3,1-15 minutes,5.6700001,5-15 miles,1,1 passenger,220.10001,2.201,3
40660517,7,1,1,1,3,2,3,2,0,1,64,2,1,1,.050000001,.025,.050000001,.025,.050000001,.025,.050000001,Weekend trip,3 PM - 7 PM,Home based trip,Social & recreational,155,More than 150 minutes,20.17,15-1000 miles,2,2-4 passengers,220.10001,2.201,1
40660517,2,1,1,1,3,2,3,2,0,1,64,2,1,1,.050000001,.025,.050000001,.75,3,.34999999,.75,Weekend trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,50,15-50 minutes,1.711,0-2 miles,2,2-4 passengers,220.10001,2.201,1
40660517,5,2,1,1,3,2,3,2,0,1,64,2,1,1,.050000001,.025,.050000001,.075000003,1.5,.34999999,.30000001,Weekend trip,10 AM - 3 PM,non-home based trip,Errands,10,1-15 minutes,2.0420001,2-5 miles,1,1 passenger,220.10001,2.201,3
40660517,1,1,1,1,3,2,3,2,0,1,64,2,1,1,.050000001,.025,.050000001,.025,.050000001,.75,3,Weekend trip,6 AM - 10 AM,Home based trip,Shopping & Dining,60,50-150 minutes,4.6290002,2-5 miles,2,2-4 passengers,220.10001,2.201,1
40660517,1,3,3,1,3,2,3,2,0,1,29,3,2,1,.050000001,.025,.050000001,.025,.050000001,.075000003,1.5,Weekend trip,6 AM - 10 AM,Home based trip,Work,315,More than 150 minutes,5.9429998,5-15 miles,1,1 passenger,220.10001,2.201,3
40660517,1,1,1,1,3,2,3,2,0,1,64,2,1,1,.050000001,.025,.050000001,.025,.050000001,.75,3,Weekend trip,6 AM - 10 AM,Home based trip,Shopping & Dining,60,50-150 minutes,4.6290002,2-5 miles,2,2-4 passengers,220.10001,2.201,1
40662077,1,1,1,1,3,2,1,1,0,3,51,3,2,1,.30000001,.15000001,.30000001,.15000001,.30000001,.15000001,.30000001,Weekday trip,6 AM - 10 AM,non-home based trip,Errands,4,1-15 minutes,3.7090001,2-5 miles,2,2-4 passengers,219.89999,2.1989999,1
40662077,2,1,1,1,3,2,1,1,0,3,51,3,2,1,.30000001,.15000001,.30000001,.15000001,.30000001,.75,1.5,Weekday trip,6 AM - 10 AM,non-home based trip,Work,480,More than 150 minutes,12.128,5-15 miles,1,1 passenger,219.89999,2.1989999,1
40662395,3,1,1,1,2,2,2,1,0,1,69,3,2,2,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,43,15-50 minutes,1.663,0-2 miles,1,1 passenger,237.2,2.372,1
40662395,3,1,2,1,2,2,2,1,0,1,70,3,1,1,1.5,.75,1.5,.75,1.5,1.5,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Work,215,More than 150 minutes,6.1890001,5-15 miles,1,1 passenger,237.2,2.372,1
40662395,11,1,2,1,2,2,2,1,0,1,70,3,1,1,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,95,50-150 minutes,4.7849998,2-5 miles,2,2-4 passengers,237.2,2.372,1
40662395,9,1,1,1,2,2,2,1,0,1,69,3,2,2,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,7,1-15 minutes,.53100002,0-2 miles,1,1 passenger,237.2,2.372,1
40662395,5,1,2,1,2,2,2,1,0,1,70,3,1,1,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,80,50-150 minutes,4.7849998,2-5 miles,2,2-4 passengers,237.2,2.372,1
40662395,4,1,1,1,2,2,2,1,0,1,69,3,2,2,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,8,1-15 minutes,1.827,0-2 miles,1,1 passenger,237.2,2.372,1
40662395,4,1,2,1,2,2,2,1,0,1,70,3,1,1,1.5,.75,1.5,1.5,1.5,.75,1.5,Weekday trip,3 PM - 7 PM,non-home based trip,Social & recreational,60,50-150 minutes,6.211,5-15 miles,1,1 passenger,237.2,2.372,1
40662395,1,1,1,1,2,2,2,1,0,1,69,3,2,2,1.5,.75,1.5,.75,1.5,1.5,1.5,Weekday trip,12 AM - 6 AM,Home based trip,Social & recreational,60,50-150 minutes,5.3369999,5-15 miles,1,1 passenger,237.2,2.372,1
40662395,6,1,1,1,2,2,2,1,0,1,69,3,2,2,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,14,1-15 minutes,1.793,0-2 miles,1,1 passenger,237.2,2.372,1
40662395,1,1,2,1,2,2,2,1,0,1,70,3,1,1,1.5,.75,1.5,.75,1.5,5,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,30,15-50 minutes,5.1880002,5-15 miles,1,1 passenger,237.2,2.372,1
40662395,8,1,1,1,2,2,2,1,0,1,69,3,2,2,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,3,1-15 minutes,2.2939999,2-5 miles,1,1 passenger,237.2,2.372,1
40664322,2,2,1,1,4,3,2,2,0,2,40,3,2,1,3,1.5,1.5,1.5,3,.75,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Others,26,15-50 minutes,3.175,2-5 miles,1,1 passenger,225.39999,2.2539999,3
40664322,1,2,1,1,4,3,2,2,0,2,40,3,2,1,3,1.5,1.5,1.5,1.5,1.5,3,Weekday trip,6 AM - 10 AM,Home based trip,Work,310,More than 150 minutes,3.1630001,2-5 miles,1,1 passenger,225.39999,2.2539999,3
40664322,1,1,2,1,4,3,2,2,0,2,42,3,1,1,3,1.5,1.5,1.5,1.5,5,17,Weekday trip,6 AM - 10 AM,Home based trip,Work,545,More than 150 minutes,15.481,15-1000 miles,1,1 passenger,225.39999,2.2539999,1
40665086,1,1,2,2,2,1,2,2,0,1,35,3,2,1,7,5,7,5,7,3,7,Weekday trip,6 AM - 10 AM,Home based trip,Work,500,More than 150 minutes,1.795,0-2 miles,1,1 passenger,223.60001,2.2360001,1
40665086,7,2,1,2,2,1,2,2,0,1,29,3,2,1,7,5,7,3,3,3,3,Weekday trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,20,15-50 minutes,.90899998,0-2 miles,1,1 passenger,223.60001,2.2360001,3
40665086,6,2,1,2,2,1,2,2,0,1,29,3,2,1,7,5,7,5,7,3,3,Weekday trip,7 PM - 12 AM,Home based trip,Shopping & Dining,11,1-15 minutes,1.55,0-2 miles,1,1 passenger,223.60001,2.2360001,3
40666110,2,1,2,1,3,3,3,1,0,1,64,3,1,2,7,3,7,3,7,1.5,3,Weekday trip,6 AM - 10 AM,non-home based trip,Errands,10,1-15 minutes,3.4070001,2-5 miles,3,2-4 passengers,210.8,2.108,3
40666110,4,1,2,1,3,3,3,1,0,1,64,3,1,2,7,3,7,3,7,1.5,3,Weekday trip,7 PM - 12 AM,Home based trip,Errands,5,1-15 minutes,3.8310001,2-5 miles,1,1 passenger,210.8,2.108,3
40666110,2,1,2,1,3,3,3,1,0,1,64,3,1,2,7,3,7,3,7,1.5,3,Weekday trip,6 AM - 10 AM,non-home based trip,Work,660,More than 150 minutes,3.4070001,2-5 miles,3,2-4 passengers,210.8,2.108,3
40666110,1,1,2,1,3,3,3,1,0,1,64,3,1,2,7,3,7,3,7,3,7,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,5,1-15 minutes,.875,0-2 miles,3,2-4 passengers,210.8,2.108,3
40666110,1,1,2,1,3,3,3,1,0,1,64,3,1,2,7,3,7,3,7,3,7,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,5,1-15 minutes,.875,0-2 miles,3,2-4 passengers,210.8,2.108,3
40667140,4,2,3,1,6,3,5,3,0,3,20,2,2,1,.050000001,.025,.050000001,1.5,3,3,17,Weekday trip,7 PM - 12 AM,non-home based trip,Social & recreational,149,50-150 minutes,2.233,2-5 miles,1,1 passenger,291.79999,2.918,3
40667140,3,3,2,1,6,3,5,3,0,3,57,3,2,1,.050000001,.025,.050000001,3,3,1.5,7,Weekday trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,20,15-50 minutes,2.7019999,2-5 miles,1,1 passenger,291.79999,2.918,1
40667140,3,2,3,1,6,3,5,3,0,3,20,2,2,1,.050000001,.025,.050000001,.025,.050000001,1.5,3,Weekday trip,3 PM - 7 PM,Home based trip,Others,265,More than 150 minutes,16.329,15-1000 miles,1,1 passenger,291.79999,2.918,3
40667140,3,1,1,1,6,3,5,3,0,3,58,3,1,1,.050000001,.025,.050000001,3,7,1.5,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Work,210,More than 150 minutes,2.2579999,2-5 miles,1,1 passenger,291.79999,2.918,1
40667140,1,3,2,1,6,3,5,3,0,3,57,3,2,1,.050000001,.025,.050000001,.025,.050000001,.75,.30000001,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,10,1-15 minutes,3.9690001,2-5 miles,1,1 passenger,291.79999,2.918,1
40667140,1,1,1,1,6,3,5,3,0,3,58,3,1,1,.050000001,.025,.050000001,.025,.050000001,1.5,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Work,241,More than 150 minutes,27.528,15-1000 miles,1,1 passenger,291.79999,2.918,1
40667140,2,4,4,1,6,3,5,3,0,3,18,1,2,2,.050000001,.025,.050000001,.025,.050000001,1.5,7,Weekday trip,6 AM - 10 AM,non-home based trip,Others,445,More than 150 minutes,6.053,5-15 miles,3,2-4 passengers,291.79999,2.918,3
40667140,1,4,4,1,6,3,5,3,0,3,18,1,2,2,.050000001,.025,.050000001,.025,.050000001,.025,.050000001,Weekday trip,6 AM - 10 AM,Home based trip,Errands,5,1-15 minutes,1.0700001,0-2 miles,1,1 passenger,291.79999,2.918,3
40667140,4,3,2,1,6,3,5,3,0,3,57,3,2,1,.050000001,.025,.050000001,1.5,7,1.5,3,Weekday trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,35,15-50 minutes,.72500002,0-2 miles,1,1 passenger,291.79999,2.918,1
40667140,2,1,1,1,6,3,5,3,0,3,58,3,1,1,.050000001,.025,.050000001,1.5,1.5,3,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,50,15-50 minutes,2.369,2-5 miles,1,1 passenger,291.79999,2.918,1
40667140,2,3,2,1,6,3,5,3,0,3,57,3,2,1,.050000001,.025,.050000001,.75,.30000001,3,3,Weekday trip,6 AM - 10 AM,non-home based trip,Work,590,More than 150 minutes,22.936001,15-1000 miles,1,1 passenger,291.79999,2.918,1
40667140,1,2,3,1,6,3,5,3,0,3,20,2,2,1,.050000001,.025,.050000001,.025,.050000001,1.5,3,Weekday trip,6 AM - 10 AM,Home based trip,Others,295,More than 150 minutes,16.329,15-1000 miles,1,1 passenger,291.79999,2.918,3
40667198,1,1,2,1,2,2,2,1,0,1,64,2,2,1,.30000001,.075000003,.30000001,.075000003,.30000001,1.5,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Others,64,50-150 minutes,11.979,5-15 miles,1,1 passenger,244,2.4400001,1
40667198,3,1,2,1,2,2,2,1,0,1,64,2,2,1,.30000001,.075000003,.30000001,1.5,3,.15000001,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Others,6,1-15 minutes,3.296,2-5 miles,1,1 passenger,244,2.4400001,1
40667198,2,1,2,1,2,2,2,1,0,1,64,2,2,1,.30000001,.075000003,.30000001,1.5,1.5,1.5,3,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,72,50-150 minutes,3.1099999,2-5 miles,1,1 passenger,244,2.4400001,1
40667515,1,1,1,1,5,3,2,2,1,2,40,3,1,1,3,1.5,7,1.5,7,1.5,7,Weekday trip,6 AM - 10 AM,Home based trip,Errands,1,1-15 minutes,.55000001,0-2 miles,4,2-4 passengers,225.10001,2.2510002,1
40667515,2,1,1,1,5,3,2,2,1,2,40,3,1,1,3,1.5,7,1.5,7,1.5,7,Weekday trip,6 AM - 10 AM,non-home based trip,Errands,3,1-15 minutes,.35499999,0-2 miles,2,2-4 passengers,225.10001,2.2510002,1
40667515,1,2,2,1,5,3,2,2,1,2,42,3,2,1,3,1.5,7,1.5,7,.15000001,.30000001,Weekday trip,12 AM - 6 AM,Home based trip,Work,420,More than 150 minutes,25.997999,15-1000 miles,1,1 passenger,225.10001,2.2510002,3
40667515,3,1,1,1,5,3,2,2,1,2,40,3,1,1,3,1.5,7,1.5,7,1.5,3,Weekday trip,6 AM - 10 AM,non-home based trip,Work,255,More than 150 minutes,21.198,15-1000 miles,1,1 passenger,225.10001,2.2510002,1
40667813,2,4,1,1,5,1,2,0,1,2,34,2,1,2,3,1.5,7,3,7,1.5,7,Weekend trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,40,15-50 minutes,1.097,0-2 miles,1,1 passenger,263.79999,2.6379998,3
40667813,1,4,1,1,5,1,2,0,1,2,34,2,1,2,3,1.5,7,1.5,7,3,7,Weekend trip,3 PM - 7 PM,Home based trip,Errands,5,1-15 minutes,.68300003,0-2 miles,2,2-4 passengers,263.79999,2.6379998,3
40667813,2,2,2,1,5,1,2,0,1,2,38,2,2,2,3,1.5,7,.025,.050000001,.75,1.5,Weekend trip,3 PM - 7 PM,non-home based trip,Errands,15,1-15 minutes,6.2690001,5-15 miles,1,1 passenger,263.79999,2.6379998,1
40667813,1,2,2,1,5,1,2,0,1,2,38,2,2,2,3,1.5,7,1.5,7,.025,.050000001,Weekend trip,10 AM - 3 PM,Home based trip,Others,90,50-150 minutes,12.679,5-15 miles,1,1 passenger,263.79999,2.6379998,1
40667914,1,2,2,1,4,3,3,1,0,2,48,3,2,2,.75,.34999999,3,.34999999,3,.15000001,.30000001,Weekend trip,10 AM - 3 PM,Home based trip,Errands,5,1-15 minutes,6.3010001,5-15 miles,1,1 passenger,240.10001,2.401,1
40667914,1,1,1,1,4,3,3,1,0,2,48,3,1,1,.75,.34999999,3,.34999999,3,5,7,Weekend trip,3 PM - 7 PM,Home based trip,Work,573,More than 150 minutes,8.151,5-15 miles,1,1 passenger,240.10001,2.401,3
40667914,2,2,2,1,4,3,3,1,0,2,48,3,2,2,.75,.34999999,3,.15000001,.30000001,1.5,3,Weekend trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,5,1-15 minutes,4.9359999,2-5 miles,2,2-4 passengers,240.10001,2.401,1
40668717,2,2,2,1,2,3,2,2,0,1,47,3,1,1,17,5,17,.025,.050000001,5,17,Weekend trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,48,15-50 minutes,5.9660001,5-15 miles,2,2-4 passengers,265.70001,2.6570001,1
40668717,2,2,2,1,2,3,2,2,0,1,47,3,1,1,17,5,17,.025,.050000001,5,17,Weekend trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,38,15-50 minutes,5.9660001,5-15 miles,2,2-4 passengers,265.70001,2.6570001,1
40668717,1,2,2,1,2,3,2,2,0,1,47,3,1,1,17,5,17,5,17,.025,.050000001,Weekend trip,10 AM - 3 PM,Home based trip,Social & recreational,107,50-150 minutes,6.1009998,5-15 miles,2,2-4 passengers,265.70001,2.6570001,1
40668717,1,2,2,1,2,3,2,2,0,1,47,3,1,1,17,5,17,5,17,.025,.050000001,Weekend trip,10 AM - 3 PM,Home based trip,Social & recreational,111,50-150 minutes,6.1009998,5-15 miles,2,2-4 passengers,265.70001,2.6570001,1
40669292,1,1,2,1,3,2,2,2,0,3,34,1,2,1,3,1.5,1.5,1.5,1.5,3,7,Weekday trip,6 AM - 10 AM,Home based trip,Work,300,More than 150 minutes,12.234,5-15 miles,1,1 passenger,202.10001,2.0210001,3
